Default Dataset,,Red DS,
X,Y,X,Y
7909.356413264633,2.812415219075545e-17,,
7909.389611324847,2.736500550822555e-17,,
7909.422809385062,2.6605858825695637e-17,,
7909.456007445275,2.5846712143165737e-17,,
7909.48920550549,2.5087565460635837e-17,,
7909.522403565704,2.4328418778105937e-17,,
7909.5528351208995,2.3632534319120188e-17,,
7908.0842820405915,2.2767950597350016e-17,,
7908.117480100806,2.2008803914820116e-17,,
7908.150678161021,2.1249657232290216e-17,,
7914.858415389923,4.0093892070506446e-17,,
7917.148232730662,3.7835862023322325e-17,,
7916.51105632496,3.674890200060906e-17,,
7916.544254385174,3.598975531807916e-17,,
7916.795018304292,3.51763838725114e-17,,
7916.309931410163,3.445880950831052e-17,,
7916.343129470377,3.369966282578062e-17,,
7917.428844364631,3.298479969973163e-17,,
7909.701304223525,2.0237461655583674e-17,,
7909.734502283739,1.9478314973053774e-17,,
7909.767700343953,1.8719168290523874e-17,,
7917.919484029547,3.8988384714072275e-17,,
7926.266214102066,3.1835535972012744e-17,,
7927.309186493794,3.094986484239452e-17,,
7927.342384554009,3.019071815986462e-17,,
7927.375582614222,2.943157147733472e-17,,
7927.408780674437,2.867242479480482e-17,,
7927.4419787346515,2.7913278112274905e-17,,
7927.4664161956425,2.735446180430151e-17,,
7927.058356705509,3.6685639777064895e-17,,
7927.091554765724,3.5926493094534995e-17,,
7927.124752825937,3.5167346412005095e-17,,
7927.157950886152,3.4408199729475195e-17,,
7927.191148946366,3.3649053046945295e-17,,
7927.2243470065805,3.288990636441538e-17,,
7929.004592985566,2.6626946233543692e-17,,
7929.037791045781,2.5867799551013792e-17,,
7930.58196192991,2.500321582924362e-17,,
7929.864976046118,2.4175535071207548e-17,,
7932.161175210933,2.333731060924745e-17,,
7932.194373271146,2.2578163926717538e-17,,
7933.740388491955,2.167140538925128e-17,,
7933.773586552169,2.091225870672137e-17,,
7933.806784612383,2.015311202419147e-17,,
7933.839982672597,1.939396534166157e-17,,
7933.873180732811,1.863481865913167e-17,,
7933.906378793025,1.787567197660177e-17,,
7933.9395768532395,1.7116525294071856e-17,,
7937.744673963206,1.6220310460529614e-17,,
7936.279809556255,1.5271377107367236e-17,,
7943.85277122949,1.4330351532147876e-17,,
7949.589168785875,1.3558778341421786e-17,,
7959.381740249889,2.091225870672137e-17,,
7957.923331021313,1.981571349862262e-17,,
7957.956529081526,1.905656681609271e-17,,
7957.989727141741,1.829742013356281e-17,,
7958.022925201954,1.753827345103291e-17,,
7958.056123262169,1.677912676850301e-17,,
7958.0893213223835,1.6019980085973097e-17,,
7958.122519382598,1.5260833403443197e-17,,
7958.154795274473,1.4522774128761364e-17,,
7965.761761905218,2.4286243962409828e-17,,
7964.39178862038,2.3463835056335765e-17,,
7960.810640091608,2.268360096595781e-17,,
7960.843838151823,2.192445428342791e-17,,
7958.206436701472,1.3341879289270398e-17,,
7965.805630770501,2.6563684009999528e-17,,
7965.205694396631,2.5519857321520917e-17,,
7960.707357237608,2.5045390644939728e-17,,
7985.2203207613875,2.4254612850637747e-17,,
7983.383015616408,2.3210786162159123e-17,,
7983.416213676623,2.2451639479629223e-17,,
7983.449411736837,2.1692492797099323e-17,,
7983.482609797051,2.0933346114569423e-17,,
7983.515807857265,2.0174199432039523e-17,,
7986.064681147043,1.9299072006345336e-17,,
7983.58635373522,1.8561012731663478e-17,,
7983.619551795435,1.7801866049133578e-17,,
7983.657821781515,1.692673862343939e-17,,
7992.98442278131,2.5988572886870826e-17,,
7993.848704098931,2.5013759533167647e-17,,
7992.846636459966,2.82446516641729e-17,,
7993.749939869795,2.7272220913694105e-17,,
7987.738877767011,2.6943257351264485e-17,,
7993.659198505209,2.934722184594251e-17,,
7998.713603172819,2.3995237734106703e-17,,
7999.2122657022865,2.2926106156210412e-17,,
8001.506389988337,2.213532836190843e-17,,
8001.539588048552,2.137618167937853e-17,,
8003.079148090985,2.061703499684863e-17,,
8003.112346151199,1.985788831431873e-17,,
8009.170992140289,1.9098741631788818e-17,,
8009.2069567055205,1.8276332725714767e-17,,
8009.240154765735,1.7517186043184855e-17,,
8010.480102314735,1.672008202652847e-17,,
8009.310700643689,1.5903999342808822e-17,,
8013.860679229712,1.5197571179899046e-17,,
8014.972353162718,1.438118724749585e-17,,
8014.831261406807,1.3670842851700019e-17,,
8026.174239369436,2.0673268084443442e-17,,
8025.714231062857,1.971027645938236e-17,,
8026.250603690483,2.22076280459589e-17,,
8021.122293817396,2.137618167937853e-17,,
8027.254252189459,1.8940586072928422e-17,,
8029.095914579841,1.816246072333528e-17,,
8029.127452737044,1.7441271374931863e-17,,
8030.3633427453515,1.6736951952806912e-17,,
8030.396540805566,1.5977805270277012e-17,,
8035.705925018989,1.5129037104392875e-17,,
8040.117670570951,1.4138983305926782e-17,,
8038.807868770251,1.3088830395093757e-17,,
8039.397825965307,1.6821301584199118e-17,,
8039.431024025522,1.6062154901669218e-17,,
8047.886154986323,1.217152815370346e-17,,
8046.8762423295575,1.1153006354642517e-17,,
8046.133870468767,1.0413742085226486e-17,,
8045.731278119503,9.778107362949473e-18,,
8062.1473500280845,1.3297595732789477e-17,,
8062.0969996367585,1.4448968201293173e-17,,
8067.151799519372,1.2040484976361986e-17,,
8064.508008759814,1.0985361462250488e-17,,
8078.355288542489,1.0094418480670266e-17,,
8075.788432970095,1.1380750359401479e-17,,
8082.919868127216,9.054106360166318e-18,,
8101.849601864487,9.633131433994101e-18,,
8102.952745740355,1.0242030335606622e-17,,
8113.044956045467,9.103310311811779e-18,,
8118.103510470605,8.249270293965633e-18,,
8128.685392163878,7.395230276119488e-18,,
8147.825457129867,7.67539155181504e-18,,
8162.853573470992,6.846957672070108e-18,,
8178.425215831292,6.711998261842579e-18,,
8187.4307429653945,7.458492499663652e-18,,
8200.96817418607,7.911871768396786e-18,,
8216.059228516351,7.28452138491722e-18,,
8231.153510435819,6.583365073969464e-18,,
8249.219710370715,6.815326560298039e-18,,
8267.288215726456,6.99456952700649e-18,,
8271.766265182014,7.93295917624484e-18,,
8275.895273921155,9.963676552012325e-18,,
8275.48859768353,8.929339197065335e-18,,
8279.087820711753,1.2740888165600895e-17,,
8277.629872567346,1.163379925357812e-17,,
8277.659381954203,1.0959002202440413e-17,,
8281.0636585955,1.578380111807491e-17,,
8280.50427128089,1.4796910430786047e-17,,
8280.537469341105,1.4037763748256135e-17,,
8277.541344406774,1.3658190406991191e-17,,
8283.954656339152,1.8567338954017892e-17,,
8283.397113361221,1.753827345103291e-17,,
8283.429389253097,1.6800214176351064e-17,,
8286.302865798303,1.9984412761407045e-17,,
8291.739509242545,2.1966629099124007e-17,,
8294.09389722957,2.094599855927825e-17,,
8297.884285754524,2.383075595289188e-17,,
8296.721062611352,2.2873387636590288e-17,,
8297.226608468782,2.6075661142658872e-17,,
8298.132441254626,2.5045390644939728e-17,,
8292.123592355856,2.4665817303674772e-17,,
8306.299164067317,2.2008803914820116e-17,,
8305.838540981844,2.1059870561657738e-17,,
8307.380867529295,2.0237461655583674e-17,,
8307.41314342117,1.949940238090183e-17,,
8310.464598455857,1.8613731251283602e-17,,
8312.00508066663,1.7833497160905647e-17,,
8313.544640709062,1.7074350478375747e-17,,
8313.577838769277,1.6315203795845847e-17,,
8313.61103682949,1.5556057113315947e-17,,
8312.896586908631,1.467038598369772e-17,,
8316.693845587713,1.395341411686393e-17,,
8316.727043647928,1.3194267434334029e-17,,
8316.760241708143,1.2435120751804129e-17,,
8319.806163732794,1.1675974069274229e-17,,
8319.090100017342,1.0827205903390091e-17,,
8326.906859945273,1.0052243664974157e-17,,
8330.312120232798,8.730766106496174e-18,,
8333.034668559809,7.711541393840281e-18,,
8339.067493835399,1.902493570432064e-17,,
8337.609545690992,1.7917846792297865e-17,,
8337.642743751207,1.7158700109767953e-17,,
8337.67594181142,1.6399553427238053e-17,,
8337.709139871635,1.5640406744708153e-17,,
8337.74233793185,1.4881260062178253e-17,,
8337.775535992063,1.412211337964834e-17,,
8337.808734052278,1.336296669711844e-17,,
8337.841932112491,1.260382001458854e-17,,
8337.875130172706,1.184467333205864e-17,,
8337.90832823292,1.108552664952874e-17,,
8340.919761161684,2.4893561308433746e-17,,
8340.362218183753,2.3864495805448763e-17,,
8340.395416243966,2.3105349122918863e-17,,
8340.42861430418,2.2346202440388963e-17,,
8340.461812364396,2.158705575785905e-17,,
8340.495010424609,2.082790907532915e-17,,
8340.528208484822,2.006876239279925e-17,,
8339.454343453728,1.0178768112062471e-17,,
8339.487541513943,9.419621429532571e-18,,
8347.139725132258,2.9631198938296285e-17,,
8347.380656980367,2.8714599610500926e-17,,
8347.413301739578,2.7968105372679854e-17,,
8346.244730020038,2.7133044021896963e-17,,
8346.277928080253,2.6373897339367063e-17,,
8347.312600956928,2.5678012880381314e-17,,
8341.024335051357,8.723736970546822e-18,,
8346.085194897343,3.0781165579610106e-17,,
8358.215397232272,2.8967648504677555e-17,,
8358.248595292485,2.8208501822147655e-17,,
8358.2817933527,2.7449355139617755e-17,,
8359.835185920223,2.6373897339367063e-17,,
8359.868383980436,2.561475065683715e-17,,
8359.90158204065,2.485560397430725e-17,,
8361.443908588102,2.4033195068233187e-17,,
8361.477106648315,2.3274048385703287e-17,,
8361.51030470853,2.2514901703173387e-17,,
8361.543502768744,2.1755755020643487e-17,,
8360.825594716613,2.0949161670455458e-17,,
8365.242873278612,1.9832583424901063e-17,,
8364.683485964002,1.884569273761219e-17,,
8363.964886285616,1.8054914943310207e-17,,
8368.380643269857,1.69731309207051e-17,,
8367.821624822584,1.5977805270277012e-17,,
8367.104869480874,1.514485266027891e-17,,
8369.913102616078,1.4079938563952256e-17,,
8374.399056371687,1.3197279921169469e-17,,
8378.536068214627,1.2092450374273262e-17,,
8380.075397714976,1.133857554370537e-17,,
8391.185418389989,1.3170167539650535e-17,,
8391.96952495505,1.4923434877874362e-17,,
8391.997190005226,1.4290812642432776e-17,,
8392.706521891803,1.1848890813628254e-17,,
8399.976796478528,1.9708359422305268e-17,,
8399.037391974649,1.8643253622270883e-17,,
8399.066716927839,1.7972674052702802e-17,,
8393.36799324157,1.739066159609654e-17,,
8393.401191301786,1.663151491356664e-17,,
8393.434389361999,1.587236823103674e-17,,
8399.773045180395,2.3472872516842072e-17,,
8399.173504021528,2.242000836785714e-17,,
8400.715553918475,2.1603925684137492e-17,,
8400.74875197869,2.0844779001607592e-17,,
8418.857878849778,2.0095121652609325e-17,,
8417.390478479894,1.920417867102909e-17,,
8416.780332385122,1.8393819712296774e-17,,
8417.455260805727,1.772278826970338e-17,,
8422.869014714408,1.6947826031287433e-17,,
8420.541988779394,1.6030523789897136e-17,,
8420.574495213354,1.528719266325327e-17,,
8422.874844135695,1.4354074865976928e-17,,
8429.6994662016,2.1913910579503883e-17,,
8430.262380810109,2.1097827895784233e-17,,
8429.854439884477,2.4521217935573843e-17,,
8429.255096333109,2.3463835056335765e-17,,
8429.288294393324,2.2704688373805865e-17,,
8430.664630639705,2.5678012880381314e-17,,
8432.108192958018,2.0224809210874847e-17,,
8434.700269834491,1.9509946084825856e-17,,
8434.58698145401,1.865590606697971e-17,,
8437.030358685774,1.789675938444981e-17,,
8443.096382021578,1.6968913439135475e-17,,
8451.168121495322,1.6104329717365327e-17,,
8453.2177943241,1.51624255001523e-17,,
8455.949256945058,1.3939355844965214e-17,,
8456.849600633646,1.2487839271424253e-17,,
8465.681667903129,1.7200874925464062e-17,,
8466.256112909334,1.8827617816599574e-17,,
8461.118317876186,1.8213070502170603e-17,,
8468.740730826616,1.6141232681099416e-17,,
8471.038313243938,1.5271377107367236e-17,,
8473.337278913772,1.4369890421862975e-17,,
8478.801817950276,1.341779395752339e-17,,
8481.868765413064,1.2177854376057874e-17,,
8490.05181060536,1.1064439241680686e-17,,
8490.257607839743,1.0185797248011823e-17,,
8505.908648894056,1.2062576546488525e-17,,
8505.02321359362,1.3173180026485962e-17,,
8508.353229335939,1.0838502729022979e-17,,
8515.63506575792,1.163379925357812e-17,,
8520.203948794897,1.0495079229783264e-17,,
8520.992126074483,9.694812101949649e-18,,
8525.405254878955,8.673127191711499e-18,,
8533.12906023829,7.727356949726328e-18,,
8550.407820628268,8.742715637610064e-18,,
8542.910038728895,7.964590288016922e-18,,
8563.243850610084,8.012036955675039e-18,,
8568.544474224283,7.363599164347419e-18,,
8574.596203950829,6.762608040677903e-18,,
